Substantiv,bojning,Singular obestämd,Singular obestämd genitiv,Singular bestämd,Singular bestämd genitiv,Plural obestämd,Plural obestämd genitiv,Plural bestämd,Plural bestämd genitiv,Articles,Obestämd Initial Två Bokstäver,Bestämd Initial Två Bokstäver,Obestämd Initial Tre Bokstäver,Bestämd Initial Tre Bokstäver,Obestämd Slutlig Två Bokstäver,Bestämd Slutlig Två Bokstäver,Obestämd Slutlig Tre Bokstäver,Bestämd Slutlig Tre Bokstäver,Obestämd Vokalratio,Bestämd Vokalratio,Obestämd Ord Längd,Bestämd Ord Längd
respons,~en ~er ,respons,respons,responsen,responsens,responser,responsers,responserna,responsernas,en,re,re,res,res,ns,en,ons,sen,0.2857142857142857,0.3333333333333333,7,9
grammatik,~en ~er ,grammatik,grammatiks,grammatiken,grammatikens,grammatiker,grammatikers,grammatikerna,grammatikernas,en,gr,gr,gra,gra,ik,en,tik,ken,0.3333333333333333,0.36363636363636365,9,11
konjunktiv,~en ~er ,konjunktiv,konjunktivs,konjunktiven,konjunktivens,konjunktiver,konjunktivers,konjunktiverna,konjunktivernas,en,ko,ko,kon,kon,iv,en,tiv,ven,0.3,0.3333333333333333,10,12
kränkning,~en ~ar ,kränkning,kränknings,kränkningen,kränkningens,kränkningar,kränkningars,kränkningarna,kränkningarnas,en,kr,kr,krä,krä,ng,en,ing,gen,0.2222222222222222,0.2727272727272727,9,11
tak,~et; pl. ~ ,tak,taks,taket,takets,tak,taks,taken,takens,ett,ta,ta,tak,tak,ak,et,tak,ket,0.3333333333333333,0.4,3,5
säsong,~en ~er ,säsong,säsongs,säsongen,säsongens,säsonger,säsongers,säsongerna,säsongernas,en,sä,sä,säs,säs,ng,en,ong,gen,0.3333333333333333,0.375,6,8
period,~en ~er ,period,periods,perioden,periodens,perioder,perioders,perioderna,periodernas,en,pe,pe,per,per,od,en,iod,den,0.5,0.5,6,8
organ,~et; pl. ~ ,organ,organs,organet,organets,organ,organs,organen,organens,ett,or,or,org,org,an,et,gan,net,0.4,0.42857142857142855,5,7
dom,~en ~ar ,dom,doms,domen,domens,domar,domars,domarna,domarnas,en,do,do,dom,dom,om,en,dom,men,0.3333333333333333,0.4,3,5
dom,~en ~er ,dom,doms,domen,domens,domer,domers,domerna,domernas,en,do,do,dom,dom,om,en,dom,men,0.3333333333333333,0.4,3,5
såg,~en ~ar ,såg,sågs,sågen,sågens,sågar,sågars,sågarna,sågarnas,en,så,så,såg,såg,åg,en,såg,gen,0.3333333333333333,0.4,3,5
huvudbok,~en ?böcker ,huvudbok,huvudboks,huvudboken,huvudbokens,huvudböcker,huvudböckers,huvudböckerna,huvudböckernas,en,hu,hu,huv,huv,ok,en,bok,ken,0.375,0.4,8,10
våg,~en ~or ,våg,vågs,vågen,vågens,vågor,vågors,vågorna,vågornas,en,vå,vå,våg,våg,åg,en,våg,gen,0.3333333333333333,0.4,3,5
våg,~en ~ar ,våg,vågs,vågen,vågens,vågar,vågars,vågarna,vågarnas,en,vå,vå,våg,våg,åg,en,våg,gen,0.3333333333333333,0.4,3,5
påstående,~t ~n ,påstående,påståendes,påståendet,påståendets,påståenden,påståendens,påståendena,påståendenas,ett,på,på,pås,pås,de,et,nde,det,0.4444444444444444,0.4,9,10
exempel,exemplet; pl. ~,exempel,exempels,exemplet,exemplets,exempel,exempels,exemplen,exemplens,ett,ex,ex,exe,exe,el,et,pel,let,0.42857142857142855,0.375,7,8
massaker,~n massakrer ,massaker,massakers,massakern,massakerns,massakrer,massakrers,massakrerna,massakrernas,en,ma,ma,mas,mas,er,rn,ker,ern,0.375,0.3333333333333333,8,9
minne,~t ~n ,minne,minnes,minnet,minnets,minnen,minnens,minnena,minnenas,ett,mi,mi,min,min,ne,et,nne,net,0.4,0.3333333333333333,5,6
order,~n; pl. ~ el. ordrar ,order,orders,ordern,orderns,order (ordrar),orders (ordrars),orderna (ordrarna),ordernas (ordrarnas),en,or,or,ord,ord,er,rn,der,ern,0.4,0.3333333333333333,5,6
skulle,~n skullar ,skulle,skulles,skullen,skullens,skullar,skullars,skullarna,skullarnas,en,sk,sk,sku,sku,le,en,lle,len,0.3333333333333333,0.2857142857142857,6,7
huvud,~et; pl. ~en,huvud,huvuds,huvudet,huvudets,huvuden,huvudens,huvudena,huvudenas,ett,hu,hu,huv,huv,ud,et,vud,det,0.4,0.42857142857142855,5,7
kampanj,~en ~er ,kampanj,kampanjs,kampanjen,kampanjens,kampanjer,kampanjers,kampanjerna,kampanjernas,en,ka,ka,kam,kam,nj,en,anj,jen,0.2857142857142857,0.3333333333333333,7,9
grepp,~et; pl. ~ ,grepp,grepps,greppet,greppets,grepp,grepps,greppen,greppens,ett,gr,gr,gre,gre,pp,et,epp,pet,0.2,0.2857142857142857,5,7
vård,~en ~ar ,vård,vårds,vården,vårdens,vårdar,vårdars,vårdarna,vårdarnas,en,vå,vå,vår,vår,rd,en,ård,den,0.25,0.3333333333333333,4,6
sadelstad,~en ,sadelstad,sadelstads,sadelstaden,sadelstadens,NOP,NOP,NOP,NOP,en,sa,sa,sad,sad,ad,en,tad,den,0.3333333333333333,0.36363636363636365,9,11
hear·ing,~en ~ar ,hearing,hearings,hearingen,hearingens,hearingar,hearingars,hearingarna,hearingarnas,en,he,he,hea,hea,ng,en,ing,gen,0.42857142857142855,0.4444444444444444,7,9
hedersknyffel,~n ?knyfflar ,hedersknyffel,hedersknyffels,hedersknyffeln,hedersknyffelns,hedersknyfflar,hedersknyfflars,hedersknyfflarna,hedersknyfflarnas,en,he,he,hed,hed,el,ln,fel,eln,0.3076923076923077,0.2857142857142857,13,14
demokrati,~n ~er ,demokrati,demokratis,demokratin,demokratins,demokratier,demokratiers,demokratierna,demokratiernas,en,de,de,dem,dem,ti,in,ati,tin,0.4444444444444444,0.4,9,10
länd,~en ~er ,länd,länds,länden,ländens,länder,länders,länderna,ländernas,en,lä,lä,län,län,nd,en,änd,den,0.25,0.3333333333333333,4,6
kritik,~en ,kritik,kritiks,kritiken,kritikens,NOP,NOP,NOP,NOP,en,kr,kr,kri,kri,ik,en,tik,ken,0.3333333333333333,0.375,6,8
studieresa,~n ?resor ,studieresa,studieresas,studieresan,studieresans,studieresor,studieresors,studieresorna,studieresornas,en,st,st,stu,stu,sa,an,esa,san,0.5,0.45454545454545453,10,11
stadium,stadiet stadier ,stadium,stadiums,stadiet,stadiets,stadier,stadiers,stadierna,stadiernas,ett,st,st,sta,sta,um,et,ium,iet,0.42857142857142855,0.42857142857142855,7,7
huvudgata,~n ?gator ,huvudgata,huvudgatas,huvudgatan,huvudgatans,huvudgator,huvudgators,huvudgatorna,huvudgatornas,en,hu,hu,huv,huv,ta,an,ata,tan,0.4444444444444444,0.4,9,10
scenario,~t; pl. scenarier el. ~n ,scenario,scenarios,scenariot,scenariots,scenarier (scenarion),scenariers (scenarions),scenarierna (scenariona),scenariernas (scenarionas),ett,sc,sc,sce,sce,io,ot,rio,iot,0.5,0.4444444444444444,8,9
service,~n [?isen] ,service,services,servicen,servicens,NOP,NOP,NOP,NOP,en,se,se,ser,ser,ce,en,ice,cen,0.42857142857142855,0.375,7,8
lunch,~en ~er ,lunch,lunchs,lunchen,lunchens,luncher,lunchers,luncherna,lunchernas,en,lu,lu,lun,lun,ch,en,nch,hen,0.2,0.2857142857142857,5,7
bord,~et; pl. ~ ,bord,bords,bordet,bordets,bord,bords,borden,bordens,ett,bo,bo,bor,bor,rd,et,ord,det,0.25,0.3333333333333333,4,6
kulör,~en ~er ,kulör,kulörs,kulören,kulörens,kulörer,kulörers,kulörerna,kulörernas,en,ku,ku,kul,kul,ör,en,lör,ren,0.4,0.42857142857142855,5,7
senior,~en ~er ,senior,seniors,senioren,seniorens,seniorer,seniorers,seniorerna,seniorernas,en,se,se,sen,sen,or,en,ior,ren,0.5,0.5,6,8
skog,~en ~ar ,skog,skogs,skogen,skogens,skogar,skogars,skogarna,skogarnas,en,sk,sk,sko,sko,og,en,kog,gen,0.25,0.3333333333333333,4,6
steg,~et; pl. ~ ,steg,stegs,steget,stegets,steg,stegs,stegen,stegens,ett,st,st,ste,ste,eg,et,teg,get,0.25,0.3333333333333333,4,6
studio,~n ~r ,studio,studios,studion,studions,studior,studiors,studiorna,studiornas,en,st,st,stu,stu,io,on,dio,ion,0.5,0.42857142857142855,6,7
toa,~n toor ,toa,toas,toan,toans,toor,toors,toorna,toornas,en,to,to,toa,toa,oa,an,toa,oan,0.6666666666666666,0.5,3,4
vred,~et; pl. ~ ,vred,vreds,vredet,vredets,vred,vreds,vreden,vredens,ett,vr,vr,vre,vre,ed,et,red,det,0.25,0.3333333333333333,4,6
nummer,numret; pl. ~,nummer,nummers,numret,numrets,nummer,nummers,numren,numrens,ett,nu,nu,num,num,er,et,mer,ret,0.3333333333333333,0.3333333333333333,6,6
sordin,~en ~er ,sordin,sordins,sordinen,sordinens,sordiner,sordiners,sordinerna,sordinernas,en,so,so,sor,sor,in,en,din,nen,0.3333333333333333,0.375,6,8
huvudsak,~en ~er ,huvudsak,huvudsaks,huvudsaken,huvudsakens,huvudsaker,huvudsakers,huvudsakerna,huvudsakernas,en,hu,hu,huv,huv,ak,en,sak,ken,0.375,0.4,8,10
evidens,~en ,evidens,evidens,evidensen,evidensens,NOP,NOP,NOP,NOP,en,ev,ev,evi,evi,ns,en,ens,sen,0.42857142857142855,0.4444444444444444,7,9
blankett,~en ~er ,blankett,blanketts,blanketten,blankettens,blanketter,blanketters,blanketterna,blanketternas,en,bl,bl,bla,bla,tt,en,ett,ten,0.25,0.3,8,10
fallos,~en ~ar ,fallos,fallos,fallosen,fallosens,fallosar,fallosars,fallosarna,fallosarnas,en,fa,fa,fal,fal,os,en,los,sen,0.3333333333333333,0.375,6,8
identitet,~en ~er ,identitet,identitets,identiteten,identitetens,identiteter,identiteters,identiteterna,identiteternas,en,id,id,ide,ide,et,en,tet,ten,0.4444444444444444,0.45454545454545453,9,11
centrum,~et; pl. ~ hellre än centra,centrum,centrums,centrumet,centrumets,centrum (centra),centrums (centras),centrumen (centra),centrumens (centras),ett,ce,ce,cen,cen,um,et,rum,met,0.2857142857142857,0.3333333333333333,7,9
kompendium,kompendiet kompendier ,kompendium,kompendiums,kompendiet,kompendiets,kompendier,kompendiers,kompendierna,kompendiernas,ett,ko,ko,kom,kom,um,et,ium,iet,0.4,0.4,10,10
spa,~t el. ~et; pl. ~n ,spa,spas,spat (spaet),spats (spaets),span,spans,spana,spanas,ett,sp,sp,spa,spa,pa,et,spa,aet,0.3333333333333333,0.25,3,12
skälva,~n ,skälva,skälvas,skälvan,skälvans,NOP,NOP,NOP,NOP,en,sk,sk,skä,skä,va,an,lva,van,0.3333333333333333,0.2857142857142857,6,7
sena,~n senor ,sena,senas,senan,senans,senor,senors,senorna,senornas,en,se,se,sen,sen,na,an,ena,nan,0.5,0.4,4,5
pris,~et; pl. ~ el. ~er ,pris,pris,priset,prisets,pris (priser),pris (prisers),prisen (priserna),prisens (prisernas),ett,pr,pr,pri,pri,is,et,ris,set,0.25,0.3333333333333333,4,6
pris,~et ~er ,pris,pris,priset,prisets,priser,prisers,priserna,prisernas,ett,pr,pr,pri,pri,is,et,ris,set,0.25,0.3333333333333333,4,6
pris,~et ,pris,pris,priset,prisets,NOP,NOP,NOP,NOP,ett,pr,pr,pri,pri,is,et,ris,set,0.25,0.3333333333333333,4,6
pris,~en ~er ,pris,pris,prisen,prisens,priser,prisers,priserna,prisernas,en,pr,pr,pri,pri,is,en,ris,sen,0.25,0.3333333333333333,4,6
pris,~en ~ar ,pris,pris,prisen,prisens,prisar,prisars,prisarna,prisarnas,en,pr,pr,pri,pri,is,en,ris,sen,0.25,0.3333333333333333,4,6
gitarr,~en ~er ,gitarr,gitarrs,gitarren,gitarrens,gitarrer,gitarrers,gitarrerna,gitarrernas,en,gi,gi,git,git,rr,en,arr,ren,0.3333333333333333,0.375,6,8
poäng,~en hellre än ~et; pl. ~ ,poäng (ett poäng),poängs (ett poängs),poängen (poänget),poängens (poängets),poäng,poängs,poängen,poängens,en,po,po,poä,poä,ng,et,äng,get,0.29411764705882354,0.35294117647058826,17,17
poäng,~en ~er ,poäng,poängs,poängen,poängens,poänger,poängers,poängerna,poängernas,en,po,po,poä,poä,ng,en,äng,gen,0.4,0.42857142857142855,5,7
gluntsång,~en ~er ,gluntsång,gluntsångs,gluntsången,gluntsångens,gluntsånger,gluntsångers,gluntsångerna,gluntsångernas,en,gl,gl,glu,glu,ng,en,ång,gen,0.2222222222222222,0.2727272727272727,9,11
mil,~en; pl. ~ ,mil,mils,milen,milens,mil,mils,milen,milens,en,mi,mi,mil,mil,il,en,mil,len,0.3333333333333333,0.4,3,5
kredd,~en ,kredd (en cred),kredds (en creds),kredden (creden),kreddens (credens),NOP,NOP,NOP,NOP,en,kr,kr,kre,kre,ed,en,red,den,0.2,0.25,15,16
omsorg,~en ~er ,omsorg,omsorgs,omsorgen,omsorgens,omsorger,omsorgers,omsorgerna,omsorgernas,en,om,om,oms,oms,rg,en,org,gen,0.3333333333333333,0.375,6,8
kontrakt,~et; pl. ~ ,kontrakt,kontrakts,kontraktet,kontraktets,kontrakt,kontrakts,kontrakten,kontraktens,ett,ko,ko,kon,kon,kt,et,akt,tet,0.25,0.3,8,10
synonym,~en ~er ,synonym,synonyms,synonymen,synonymens,synonymer,synonymers,synonymerna,synonymernas,en,sy,sy,syn,syn,ym,en,nym,men,0.42857142857142855,0.4444444444444444,7,9
argument,~et; pl. ~ ,argument,arguments,argumentet,argumentets,argument,arguments,argumenten,argumentens,ett,ar,ar,arg,arg,nt,et,ent,tet,0.375,0.4,8,10
motivat·ion,~en ~er ,motivation,motivations,motivationen,motivationens,motivationer,motivationers,motivationerna,motivationernas,en,mo,mo,mot,mot,on,en,ion,nen,0.5,0.5,10,12
selot,~en ~er ,selot (en zelot),selots (en zelots),seloten (zeloten),selotens (zelotens),seloter (zeloter),seloters (zeloters),seloterna (zeloterna),seloternas (zeloternas),en,se,se,sel,sel,ot,en,lot,ten,0.3125,0.35294117647058826,16,17
testamente,~t ~n ,testamente,testamentes,testamentet,testamentets,testamenten,testamentens,testamentena,testamentenas,ett,te,te,tes,tes,te,et,nte,tet,0.4,0.36363636363636365,10,11
kund,~en ~er ,kund,kunds,kunden,kundens,kunder,kunders,kunderna,kundernas,en,ku,ku,kun,kun,nd,en,und,den,0.25,0.3333333333333333,4,6
quiz,~et; pl. ~ ,quiz,quiz,quizet,quizets,quiz,quiz,quizen,quizens,ett,qu,qu,qui,qui,iz,et,uiz,zet,0.5,0.5,4,6
konkret·ion,~en ~er ,konkretion,konkretions,konkretionen,konkretionens,konkretioner,konkretioners,konkretionerna,konkretionernas,en,ko,ko,kon,kon,on,en,ion,nen,0.4,0.4166666666666667,10,12
komma,~t ~n ,komma,kommas,kommat,kommats,komman,kommans,kommana,kommanas,ett,ko,ko,kom,kom,ma,at,mma,mat,0.4,0.3333333333333333,5,6
morbror,?brodern el. ?brorn; pl. ?bröder ,morbror (en morbroder),morbrors (en morbroders),morbrodern (morbrorn),morbroderns (morbrorns),morbröder,morbröders,morbröderna,morbrödernas,en,mo,mo,mor,mor,er,rn,der,orn,0.2727272727272727,0.23809523809523808,22,21
vaccin,~et; pl. ~er hellre än ~ ,vaccin,vaccins,vaccinet,vaccinets,vacciner (vaccin),vacciners (vaccins),vaccinerna (vaccinen),vaccinernas (vaccinens),ett,va,va,vac,vac,in,et,cin,net,0.3333333333333333,0.375,6,8
tematik,~en ,tematik,tematiks,tematiken,tematikens,NOP,NOP,NOP,NOP,en,te,te,tem,tem,ik,en,tik,ken,0.42857142857142855,0.4444444444444444,7,9
kemi,~n ,kemi,kemis,kemin,kemins,NOP,NOP,NOP,NOP,en,ke,ke,kem,kem,mi,in,emi,min,0.5,0.4,4,5
input,~en ,input,inputs,inputen,inputens,NOP,NOP,NOP,NOP,en,in,in,inp,inp,ut,en,put,ten,0.4,0.42857142857142855,5,7
slå,~n ~ar ,slå,slås,slån,slåns,slåar,slåars,slåarna,slåarnas,en,sl,sl,slå,slå,lå,ån,slå,lån,0.3333333333333333,0.25,3,4
slå,~n ~r ,slå,slås,slån,slåns,slår,slårs,slårna,slårnas,en,sl,sl,slå,slå,lå,ån,slå,lån,0.3333333333333333,0.25,3,4
roman,~en ~er ,roman,romans,romanen,romanens,romaner,romaners,romanerna,romanernas,en,ro,ro,rom,rom,an,en,man,nen,0.4,0.42857142857142855,5,7
händelse,~n ~r ,händelse,händelses,händelsen,händelsens,händelser,händelsers,händelserna,händelsernas,en,hä,hä,hän,hän,se,en,lse,sen,0.375,0.3333333333333333,8,9
